jealand,	জ্যালান্ড,	জিল্যান্ড,	
pothon,	পথন,	পঠন,	
ajauno,	অযৌন,	অযৌন,	
doula,	দৌল,	দৌলা,	
esiyatika,	এসিসাটিক,	এশিয়াটিক,	
kanar,	কানার,	কণার,	
besarkarikaran,	বেসরকারীকরণ,	বেসরকারিকরণ,	
times,	টাইমস,	টাইমস্,	
sampadankari,	সম্পাদকানীর,	সম্পাদনকারী,	
armstrong,	আর্সস্টোর্গ,	আর্মস্ট্রং,	
sikkhakke,	শিক্ষাককে,	শিক্ষককে,	
muhurto,	মুহূর্ত,	মুহুর্ত,	
mitrao,	মিত্রও,	মিত্রও,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
sanbadmadhyamgulote,	সংবাদমালগুতে,	সংবাদমাধ্যমগুলোতে,	
ooipokar,	উইপকার,	উইপোকার,	
kode,	কোডে,	কোডে,	
dharati,	ধারাটি,	ধারাটি,	
teemothee,	তিমোথী,	টিমোথি,	
pratishhta,	প্রতিষ্ট,	প্রতিষ্টা,	
bonvumitey,	বনভূমিতে,	বনভূমিতে,	
udbodhoni,	উদ্বনধী,	উদ্বোধনী,	
soheensotar,	সহিনস্তার,	সহিংসতার,	
zeeland,	জিল্যান্ড,	জিল্যান্ড,	
welaqama,	ভেলককম,	ওয়েলকাম,	
chaalaabi,	চালাবি,	চালাবে,	
sojja,	সজ্যা,	সজ্জা,	
sahazlabhbhatar,	সাহাল্লভাতার,	সহজলভ্যতার,	
utsahomulok,	উৎসাহামূলক,	উৎসাহমূলক,	
vittimul,	ভিত্মিমূল,	ভিত্তিমূল,	
akkaash,	আককাশ,	আককাস,	
vabnake,	ভবনকা,	ভাবনাকে,	
coda,	কোড,	কোডা,	
sansthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
armstranj,	আর্স্টারজ্ন,	আর্মস্ট্রং,	
mag,	মগ,	এমএজি,	
enjineers,	এঞ্জিনেস্র,	ইঞ্জিনিয়ার্স,	
grootha,	গ্রথ,	গ্রোথ,	
godavari,	গদাভারী,	গোদাবরী,	
sosa,	সোসা,	শশা,	
ancholgoolote,	অঁচলগুলোতে,	অঞ্চলগুলোতে,	
nirupito,	নিরুপিত,	নিরূপিত,	
sahochorjo,	সহচর্য,	সাহচর্য,	
jatok,	যতক,	জাতক,	
shommotir,	সম্মতির,	সম্মতির,	
jonoika,	জনৈকা,	জনৈকা,	
caramics,	ক্যারমিক্স,	সিরামিকস,	
bbiswasho,	বিশ্বাস,	বিশ্বাসও,	
suresh,	সুরেশ,	সুরেশ,	
ghoorte,	ঘুরতে,	ঘুরতে,	
dharmi,	ধর্মি,	ধর্মী,	
unitshoho,	উনিতসসহ,	ইউনিটসহ,	
jolrong,	জোলং,	জলরঙ,	
lokeshon,	লোকেশন,	লোকেশন,	
oncoltike,	অন্চলটিকে,	অঞ্চলটিকে,	
khalid,	খলিদ,	খালিদ,	
seekkhokbrindo,	শিক্ষকবৃন্দ,	শিক্ষকবৃন্দ,	
chalachchitrei,	চলচিত্রেই,	চলচ্চিত্রেই,	
cherechhe,	চেরেছে,	ছেড়েছে,	
rubala,	রুবাল,	রুবল,	
guzober,	গুজবের,	গুজবের,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
soorsa,	সূর্স,	সোর্স,	
monhputa,	মনহপুত,	মনঃপুত,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
addabaaz,	আদ্দাবাজ,	আড্ডাবাজ,	
shikkhakbrinda,	শিক্ষাকৃন্দ,	শিক্ষকবৃন্দ,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
maailey,	মাইলে,	মাইলে,	
pudim,	পুদিম,	পুডিং,	
wenis,	উইনিস,	ভেনিস,	
ralafa,	রালফ,	রালফ,	
chaktir,	চক্তির,	চাকতির,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
jacksan,	জক্সন,	জ্যাকসন,	
sangasthati,	সংস্থাটি,	সংস্থাটি,	
jyaqasana,	জ্যাকশন,	জ্যাকসন,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
abhidhaanic,	আভিধানিক,	অভিধানিক,	
jerakam,	জেরকম,	যেরকম,	
conservetion,	কনসারভেনশন,	কনসারভেশন,	
icebarg,	ইইসেবার্গ,	আইসবার্গ,	
ajim,	আজিম,	আজিম,	
naitikatar,	নৈতিকতার,	নৈতিকতার,	
durga,	দুর্গা,	দুর্গ,	
romantiq,	রোমান্তিক,	রোমান্টিক,	
firojer,	ফিরোজের,	ফিরোজের,	
jonee,	যোনি,	জনি,	
proshtot,	প্রস্তত,	প্রস্ত্তত,	
sushikkhar,	সুশিক্ষার,	সুশিক্ষার,	
mukhabandha,	মুখবন্ধা,	মুখবন্ধ,	
bishrinkhala,	বিশৃঙ্খলা,	বিশৃঙ্খলা,	
angsogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
degreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
nationsh,	নেটনস,	নেশনস,	
maudelti,	ম্যাডলেটটি,	মডেলটি,	
chereche,	চেরেছে,	ছেড়েছে,	
falak,	ফলক,	ফলক,	
novell,	নেভেল,	নভেল,	
bhenasa,	ভেনাস,	ভেনাস,	
jeevjontu,	জীভযন্তু,	জীবজন্তু,	
ajeeboner,	আজিবনের,	আজীবনের,	
dayra,	দার়া,	ডেরা,	
paksenara,	পক্ষেনার,	পাকসেনারা,	
eshtoniya,	এস্টোনিয়া,	এস্তোনিয়া,	
sawom,	সভম,	সাওম,	
phirati,	ফিরোটি,	ফিরতি,	
boother,	বুঠের,	বুথের,	
carlosh,	কার্লস,	কার্লোস,	
taorat,	তোরাত,	তওরাত,	
vezano,	ভেজান,	ভেজানো,	
voterer,	ভোটারের,	ভোটারের,	
hiragana,	হিরাগান,	হিরাগানা,	
karmer,	কর্মের,	কর্মের,	
dimbakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
brindabone,	বৃন্দবনে,	বৃন্দাবনে,	
bharkendra,	ভারকেন্দ্র,	ভরকেন্দ্র,	
aalkatraa,	আলকাত্র,	আলকাতরা,	
sontoshpur,	সন্তঃস্পুর,	সন্তোষপুর,	
ekoirakom,	একইরমক,	একইরকম,	
emgee,	এমগি,	এমজি,	
beetlaser,	বিটলসের,	বিটলসের,	
porbotmala,	পর্বত্্মলা,	পর্বতমালা,	
aanaan,	আনান,	আনান,	
stona,	স্তন,	স্টোন,	
alexander,	আলেক্সান্দের,	আলেকজান্ডার,	
nathivooktir,	নথিভুক্তির,	নথিভুক্তির,	
sathikata,	সাথিকতা,	সঠিকতা,	
abikal,	অবিকাল,	অবিকল,	
korkatkranti,	করককক্তরণক্তি,	কর্কটক্রান্তি,	
taioyana,	তেওয়ান,	তাইওয়ান,	
breakthraugh,	ব্রেক্্রাফাউ,	ব্রেকথ্রু,	
asavya,	অসভ্য,	অসভ্য,	
dhhaaby,	ঢাবি,	ঢাবি,	
shukranoo,	শুক্রাণ,	শুক্রানু,	
hoil,	হইল,	হইল,	
nadnodir,	নদ্নদীর,	নদনদীর,	
eucalyptush,	ইউক্যালপ্টেকস,	ইউক্যালিপ্টাস,	
abdun,	আবদুন,	আবদুন,	
shikkhakke,	শিক্ষাককে,	শিক্ষককে,	
kanagulo,	কানগুলো,	কণাগুলো,	
aashanka,	আসংকা,	আশংকা,	
krita,	কৃত,	ক্রীট,	
gafilati,	গেফিলাটি,	গাফিলতি,	
dajhyo,	দাঝ্য,	দাহ্য,	
nabbata,	নব্যতা,	নাব্যতা,	
sten,	স্টেন,	স্টেন,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
mohiboor,	মহিবুর,	মহিবুর,	
surkey,	সুরকে,	সুরকে,	
suparichita,	সুপরিচিত,	সুপরিচিত,	
rohosyer,	রহস্যের,	রহস্যের,	
udvabaker,	উদ্ভবকের,	উদ্ভাবকের,	
nartana,	নর্তনা,	নর্টন,	
drissogoolo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
chatrorai,	ছাত্ররাই,	ছাত্ররাই,	
onkita,	অংকিত,	অঙ্কিতা,	
hajeerhatt,	হাজিরাহট,	হাজিরহাট,	
phikshim,	ফিক্সিং,	ফিক্সিং,	
kuota,	কোয়ট,	কোটা,	
antarcticar,	অন্টার্কািক,	অ্যান্টার্কটিকার,	
addhattik,	আধ্যাত্মিক,	আধ্যাত্মিক,	
chaudhurider,	চৌধুরিদের,	চৌধুরীদের,	
foltir,	ফলটির,	ফলটির,	
bauger,	বাগের,	বাগের,	
byte,	বিটে,	বাইট,	
jeten,	জেতেন,	জেতেন,	
boikollyo,	বৈকল্য,	বৈকল্য,	
saranor,	সরানোর,	সরানোর,	
goojober,	গুজবের,	গুজবের,	
patiganiter,	পতিগানীতের,	পাটিগণিতের,	
byaboharkareei,	ব্যবহারকারী,	ব্যবহারকারীই,	
wishnu,	ভিষ্ণু,	বিষ্ণু,	
asociates,	অসোসিসেট,	এসোসিয়েটস,	
asabhyaa,	অসভ্য,	অসভ্য,	
elaakaasoho,	এলাকাসহ,	এলাকাসহ,	
mittrer,	মিত্রের,	মিত্রের,	
chhatta,	ছট্টবা,	ছোট্ট,	
toroon,	তরণ,	তরুন,	
kanda,	কাঁদা,	কাণ্ড,	
shrichaitanyadev,	শ্রীচৈতন্দেব,	শ্রীচৈতন্যদেব,	
aashok,	আশোক,	আশোক,	
bethik,	বেথিক,	বেঠিক,	
cbi,	সিবি,	সিবিআই,	
rohosyo,	রহস্য,	রহস্য,	
rubi,	রুবি,	রুবি,	
charchita,	চার্চিত,	চর্চিত,	
jess,	জেস,	জেস,	
taimas,	টাইমস,	টাইমস্,	
shakara,	সাকার,	সকার,	
haridware,	হরিদ্বরে,	হরিদ্বারে,	
arunima,	অরুনিমা,	অরুণিমা,	
vandarey,	ভান্ডারে,	ভাণ্ডারে,	
potocheetrer,	পতচিত্রের,	পটচিত্রের,	
coner,	কোনের,	কনের,	
shikhechi,	শিখেছি,	শিখেছি,	
moushumer,	মৌশুমের,	মৌসুমের,	
keo,	কেও,	কেও,	
gatre,	গাত্রে,	গাত্রে,	
sotorkobhabe,	সতররকভাবে,	সতর্কভাবে,	
directorate,	ডিরেক্টরে,	ডিরেক্টরেট,	
reliance,	রিলিয়ান্স,	রিলায়েন্স,	
batikromshalee,	ব্যাতিক্ষমীলী,	ব্যতিক্রমধর্মী,	
biphal,	বিফল,	বিফল,	
adbhanced,	অ্যাডভাঞ্স,	অ্যাডভান্সড,	
dweepgulo,	দ্বিপগুলো,	দ্বীপগুলো,	
saamaanya,	সামান্য,	সামান্য,	
baireyo,	বেরেও,	বাইরেও,	
scare,	স্কের,	স্কোর,	
commander,	কমান্ডের,	কমাণ্ডার,	
iceberg,	ইইসেবার্গ,	আইসবার্গ,	
spredashiita,	স্প্রাদশািত,	স্প্রেডশীট,	
bhaibonera,	ভাইবনেরা,	ভাইবোনেরা,	
bayii,	বেই,	বাঈ,	
mekon,	মেকন,	মেকং,	
ogobhir,	অগভীর,	অগভীর,	
jaki,	জাকি,	জকি,	
lishensh,	লিসেন্স,	লাইসেন্স,	
songkoloner,	সংকোলনের,	সংকলনের,	
hamburger,	হাম্বার্গের,	হামবুর্গের,	
gonona,	গণনা,	গননা,	
stoneeheengee,	স্তনিহিঙ্গী,	স্টোনহেঞ্জ,	
ralof,	রালফ,	রালফ,	
choudhooreeo,	চৌধুরির,	চৌধুরীও,	
gratha,	গ্রাথ,	গ্রোথ,	
kalengga,	কালেঙ্গ,	কালেঙ্গা,	
wolapuk,	ভোলাপুক,	ভোলাপুক,	
soccer,	সক্সের,	সকার,	
paddhatiteo,	পদ্ধতিতেও,	পদ্ধতিতেই,	
pothnatok,	পথনাতক,	পথনাটক,	
bhenicer,	ভেনিসের,	ভেনিসের,	
eporjonto,	এপর্যন্ত,	এপর্যন্ত,	
songasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
kormoi,	কর্মই,	কর্মই,	
parishkaron,	পরিষ্কারণ,	পরিষ্করণ,	
dei,	দেই,	দিই,	
rca,	এরএস,	আরসিএ,	
rekhapat,	রেখাপাত,	রেখাপাত,	
naitikatabodh,	নৈতিকাতবাদ,	নৈতিকতাবোধ,	
sipa,	সিপা,	শিপ,	
monoputo,	মনপুত,	মনঃপুত,	
ghomta,	ঘমমটা,	ঘোমটা,	
ray,	রে,	রায়,	
byaboharkari,	ব্যবহারকারী,	ব্যবহারকারী,	
eparjanta,	এপার্জন্ত,	এপর্যন্ত,	
parikha,	পরিকখ,	পরিখার,	
bhandar,	ভান্ডার,	ভাণ্ডার,	
talgach,	তালগাছ,	তালগাছ,	
